SentimentText,Sentiment
"Usually musicals 1940's set formula - studied films know I'm talking - certain running lenghth, ""showy"" performances great surface never got real personalities characters etc.<br /><br />THIS ONE DIFFERENT - light years better well worth it's nomination best picture year - 1945 (although chance beating eventual winner - Lost Weekend).<br /><br />Gene Kelly probably best form career - yes know ""American Paris"" ""Singing Rain"". one different. really gets character ""sea wolf"" thinking (at first) ""picking girl leave"" nothing lark. make ""story"" get - - until. Sort like Music Man gets ""his foot caught door"". eventual hilarity film stems mostly new pal (Sinatra)'s attempt make ""story"" good order ""get girl"" REALLY unexpectedly falls love with. going see movie see mean.<br /><br />Besides many elements great film one, it's classic buddy story, nostalgia time WWII almost (the war ended month films release), realization guy always laughed life find really great human being, great songs probably elements classic film making can't think right now.<br /><br />Why 10? Near end - nearly 2 1/2 hours starts feel bit long. small ballet number Gene Kelly must sensation 1945 seems dated feels like adds minutes now. overall, ones definite winner every level.",1
"Many people thought good movie don't agree them. beginning movie, spaceship crushed earth aliens escaped spaceship, hey killed people earth, reason. Also, dark forest, can't see anything screen, hardly hear sound.<br /><br />After days, predator came earth one sent signals that, know happened earth, contradiction. Finally, predator found headmaster aliens killed reason. live earth, none business things happened here. Lastly, duration movie 90 minutes long, summary short can't tell reviewers story clearly.<br /><br />In conclusion, don't think good movie.",0
"blocky digitised footage acting makes Keanu ""I'm wooden could Plank me"" Reeves look like Oscar winner film bites (pun intended). best thing box eRATicate 2nd segment (which three seemed strongest piece terms storyline 'twist'). Wish I'd spent Â£3.99 cost something else, like erm.... Natural Born Killers: Directors Cut. buy this, you're really disappointment, favour avoid like plague. you're looking something amateurish actors wooden 2x4 go ahead. However want quality werewolf action look elsewhere, like Dog Soldiers, Wolfen, Romasanta:The werewolf Hunt.",0
"John Carradine, John Ireland, Faith Domergue players saw better days better films got together Grade G horror film life imitating art mysterious mansion.<br /><br />For Carradine last two decades career appeared anything theory better keep working matter get paychecks coming in. magnificent sonorous voice his, Carradine always great demand horror pictures man discriminate least appeared in.<br /><br />He plays caretaker old Gothic mansion movie director John Ireland rented latest low budget slasher film. It's even got graveyard, missing occupant. Faith Domergue Ireland's aging star Carole Wells young ingenue.<br /><br />In last twenty minutes cast winds dead aren't dead already. script incoherent I'm still trying figure point. won't waste gray matter it.",0
"It's well shot, well written well acted addictive show I've seen since Twin Peaks. Every single revelation timed well see next episode get kind closure. even slowed pace show reveal tiny amounts information per episode however feels like they've told everything wanted know. However acting awful duologue downright brutal. characters two dimensional. experienced actors like Locke Ecko really stand actors play Jack, Kate, Sayid on. development show also frustrating following episode may show previous episode lead to. Annoying side plots become part story sometimes tell nothing. However, second season developed point back stories reveal island previously. great show perfect.",1
"Stock Market Crash 1929 Depression following almost ruined American Musical Theater, fact final death blow vaudeville. behind curtains hit bad front.<br /><br />In effort stimulate show business economy personal economy, work theater director James Cagney comes brilliant idea. Stage live relevant prologues movies shown various movie theaters springing overnight old theaters. competitors get wind competition on.<br /><br />Footlight Parade favorite Busby Berkeley film. gives James Cagney chance display versatility dancer well tough guy. retirement Cagney said screened far musicals lot, could barely bothered straight dramatic films. wished he'd done musicals career wish had.<br /><br />Of course staging Busby Berkeley extravaganzas stage movie palace defies logic reason. it's creative fun watch. <br /><br />Dick Powell gets sing three songs Footlight Parade, Ah Moon Here, Honeymoon Hotel, Waterfall, last two Ruby Keeler cementing screen team. Ruby sings dances Powell last two partners James Cagney favorite number Footlight Parade, Shanghai Lil. <br /><br />Joan Blondell Cagney's nonsense girl Friday theater. Like Blonde Crazy, she's one real brains duo it's quick thinking bails domestic problems top theatrical ones. One Blondell's best screen roles.<br /><br />Look Dorothy Lamour Ann Sothern chorus per IMDb pages them. John Garfield seen briefly Shanghai Lil number. scene beginning film, producer Guy Kibbee takes Cagney movie theater showing B western starring John Wayne. Duke's voice unmistakable. what's even unusual brief clip shows scene Frank McHugh plays another Cagney assistant Footlight Parade. think brothers Warner playing little joke there. I've got believe clip deliberate.<br /><br />Footlight Parade Busby Berkeley surreal best.",1
"guess I'm part silent minority enjoyed film. one best ""Nightmare"" series? Maybe not, lots fun it. Freddy Krueger reaches evil, wisecracking potential. Since parts 4 5 kind lagged series down, felt so-called final installment (""New Nightmare"" real finale) brought series slump. great nightmare sequences, including one Breckin Meyer plays stoner gets trashed, falls asleep gets stuck video game Freddy controls. highly original hilarious sequence, especially see dreamscape, hopping around like Super Mario. Freddy belts funny one-liner, ""Great graphics."" since movie made 10 years ago, brought back memories Freddy started controlling game Powerglove. Anyone remembers first 8-bit Nintendo remembers Powerglove. <br /><br />The cast superb. Lisa Zane perfectly cast lead. haven't seen Yaphet Kotto since ""The Running Man,"" think last time saw film 5 years ago. He's another great, underappreciated actor possesses powerful screen presence. forget cameos? best one Johnny Depp (from first ""Nightmare"") playing spokesman anti-drug commercial. <br /><br />The 3D sequence end really awesome! looking check film out--please rent buy DVD! Hopefully editions come 3D glasses, I'm sure video edition 3D element removed. <br /><br />I personally didn't see many things wrong film. even elaborated Freddy's backstory. film great mix humor scares, gross-out effects terrific. Could given better justice franchise? course could have. Rachel Talalay fine job. finding perfect conclusion easier said done.<br /><br />And closing, loved montage opening credits. Fans series delighted, look tribute beloved Freddy. <br /><br />My score: 7 (out 10)",1
"title write story ludicrous. I'll elaborate tell it, humble opinion, ruins movie.<br /><br />Gere Danes jobs, it's best work, it's quite OK. rest cast, though, really poor job. Mind you, entirely actors fault. problem Gere Danes ones characters even slightest room movie really give depth. characters either little room movie create depth, character clichÃ© doesn't matter hard actors try.<br /><br />The director bit Se7en complex, looking merely direction, think OK job.<br /><br />But story. kind script bad two ways. First it's bad movie script. characters shallow (except Gere's Danes' characters), villains clichÃ©s actions characters totally unbelievable. Besides this, writers must agenda want bring back views ethics hundred years. It's kind movie saying criminals still criminals, regardless fact paid price society given them. It's also kind movie says, albeit lines, every form sexual deviance punished without trial, judge jury. course, according movie, everything sex missionary position married couple sexual deviance.<br /><br />So, you're going film school need example bad script, you're writing scripts want ego boost. See it. everyone else, recommend another movie.",0
"remember watching prime time 7 years old. huge comic book reader time, anything relating superheroes anticipated heavily. end result, however, underwhelming.<br /><br />I aware ""Emma Peel"" Diana Prince stories, recently come end Diana returned Amazonian form. However, little action bored throughout movie. final costume interesting idea, looked like cheerleader superhero.<br /><br />I saw movie late teen years. hadn't improved much. Cathy Lee Crosby familiar, thanks That's Incredible, acting better. script good ideas, like rogue Amazon, decent villain Ricardo Montalban, didn't come together still boring.<br /><br />I think built back story better, built show epic climax. much like bland spy film, crossed superhero story written someone never seen comic book. Amazon elements intriguing, needed expanded.<br /><br />The film succeed forcing producers go back drawing board come something faithful, bit camp low budget. budget also pretty low here, superheroes don't come cheap.<br /><br />It would nice movie available DVD, comparison historical document. Even Superman 4 available, nothing film (except Chris Reeve Gene Hackman). It's worth seeing curiosity sake bit inspiration caution future versions.",0
"Trailers movie may show scenes violence non mainstream sexuality, scenes rare fragments, picked attract audience. are, course showing main message movie:<br /><br />People constantly kicked heads jobs lives, using power, may somewhere else, notoriously oppress others. low end oppression chain, mostly women.<br /><br />A movie showing brutally Hundstage surely tough face, endure lives, even tougher.<br /><br />Technically film much like Short Cuts, consisting documentary style episodes, featuring people like neighbour, playing way are. Without glitter, disturbingly, without hope. documentary style makes movie even disturbing, realize, people there, many them, although society focuses nice exterior looks. Somewhere porn industry business, somewhere unreported domestic violence take place, somewhere hopes shatter. sure know people.<br /><br />If want see movie without funny scenes (some may think handicapped woman repeating top ten supermarkets funny, happens real) without melodramatic, go watch movie. However lose focusing subtitles fear, subtitles canÂ´t transport accentuation.",1
"fun watch, spookily atmospheric effects pretty good considering bang middle World War Two. plot unravel pretty quickly end villains getting comeuppance.<br /><br />It must good one watch local flea pit 1940's facing biggest threat liberty Nazis - well made quite serious message dangers Britain third columnists.<br /><br />But Arthur Askey annoying & unfunny wanted shut - well least ! suppose different tastes different times clowning around became tiresome. playing annoying little man part script succeeded.<br /><br />A good watch quite short 80 minutes - good background older kids idea train travel austere times like; uncomfortable slow, dirty trains, thrown reason, surly staff ....",1
"sorry charming whimsical film (which first saw soon first released early fifties) poor reception recently. opinion greatly underrated - perhaps appeals European sense humour (for example) American: maybe Europe understand appreciate subtleties situations more, since closer real life! Particular mention made limited good music - especially catchy memorable song ""It's fine, fine night"", issued separately HMV 78rpm record (10 inch plum label, think!) fifties. would urge anyone interested give try get chance: may pleasant surprise.",1
"many goofy things movie can't possibly name few:<br /><br />BOGART's character: 1. name Â? Whip McCord (too easy, I'll leave that. Boy, makes `Humphrey' sound good.) 2. long, curly hair silly sideburns. 3. Black Bart get-up, complete spurs! 4. sure shade lipgloss they've got wearing, ain't none flattering.<br /><br />CAGNEY's character (Jim Kincaid ): 1. lipstick doesn't favors, either. 2. man swallowed hat entire film! Could find hat fit him? Even LITTLE?!!?! 3. pants tight rear. 4. blows smoke gun one many times, know mean, think do.<br /><br />If casual Bogart Cagney fan, figure might change pace see western, favor forget thought. EVEN HORSES LOOK EMBARRASSED! (That is, don't look bored.)<br /><br />In fairness, admit westerns least favorite film genre, I've still seen much, MUCH better this.<br /><br />On comedy level, high camp, Oklahoma Kid works. Otherwise, it's viewer beware. Therefore, see a) must see every western b) TRUE Cagney Bogie completist c) comments appeal you. WoahÂ ..",0
"don't understand people. movie getting 8.3!!!!!!???? high hopes movie, half hour wanted leave theater. vast majority reviews site people saying one best action movies they've seen (or summer, year, etc.) say it's excellent conclusion. WTF!!!!!!!!!?????? concluded (besides fact Bourne ride motorcycles, shoot, fight better anyone else comes across)? learn Bourne's character movie?????????Absolutely f****** nothing!!!!!!! Okay, there's lot action, what's great action movie?? don't like cinematography film editing. shaky camera effect fast changing shots used much get old fast (I didn't mind Supremacy still easy follow used excess) made quite dizzy. quickly wishing saved $$$ something else.<br /><br />This movie plot. movie 115 minute chase seen. Bourne, learn absolutely nothing entire 115 minutes movie, perfectionist everything attempts. absolutely character development movie, know nothing anyone, wide array new characters introduced installment. people said movie incredible writing suspense. ???????????!!!!!!!! writing???? suspense??? There's suspense. Bourne perfect everything does, don't think anything worry about. best movie year 2007 may quit watching movies entirely!!!! <br /><br />Many people also said Matt Damon's performance movie one best (if best) career. performance?? many lines movie??? respect Damon movies liked played different kinds characters, good actor someone barely recognize one movie next, someone chooses different types roles. someone plays roles (which Damon doesn't do, example someone Vin Diesel).<br /><br />Anyways, movie BIG disappointment me. recommend movie recommend first two (Bourne Identity Bourne Supremacy) definitely recommend reading three books (which much different movies).",0
"awful film. Yea girls pretty good. plot cowboy get involved Indian maiden would interesting sex didn't get way. Well, okay might interesting, not, badly paced partly acted. imagine close ups dancing tushes looked like big screen, probably laughable TV. (I won't even mention topless knife fight two women tied together spend whole thing chest chest. Never read old west) film requires liberal use fast forward.<br /><br />I like schlock films ridiculous. reason don't go sort films tend good, plot taking back seat breasts. original nudie cuties called originally nudist films films touching adult industry began grow film makers either tried clever tried exploit something else order put butts seats. clever ones left hacks limited talent. comedies often came best humor approaching first grade level, infantile harmlessly fun. Something could rarely said genre cross dressed nudie.<br /><br />The Ramrodder looks good couple nice pieces done neither western sex film.<br /><br />I need watch again.<br /><br />Of interest probably one, rapist killer film played Bobby Beausoleil, member Manson family arrested murdering school teacher long filming wrapped.<br /><br />Obviously sort things ruin peoples lives.",0
"<br /><br />This movie sucks big time. reminded movie Resurrection (Christopher Lambert), also found extremely boring. ""Semana Santa"" every way even poorer movie.<br /><br />Only fine one cast something movie Alida Valli. Alida one grand old ladies european movie history. loved maniacal looks ""Suspiria"" ""inferno"" (Dario Argento). spend time dealing movie. say another good thing movie...use want fall asleep quickly...",0
must see - borrow neighbors kid see one. Easily one best animation/cartoons released long-time. took movies Antz whole new level. mistake two movie - although principle movies plot similiar. go enjoy.,1
"movie essentially shot hand held camera actors it. ways mockumentary ways video diary killers full account ""Columbine"" style attack. movie answer big questions, give insight easy would get away with. movie shown actors illegally shortened shot guns, made pipe bombs came action plan ""Zero Day"". actors (if call that) brilliant, obviously borrowed heavily lives, stage detect really acting (Something Tom Cruise try). use CCTV 911 operator end genius, I'm sure needed last scene. Overall though really good movie tough topic.",1
"Well, magic works mysterious ways. movie 4 prisoners, trying escape help spells, written another prisoner centuries ago superb occult thriller surprising end lots suspense. Even something theater-play (almost everything happens cell) never got boring acted well. tradition ""Cube"" felt trapped Characters even criminal, developed sympathy them, change mind twists story takes. happenings catched guard always touch insanity air. Altogether intense entertaining didn't expect anything (a friend rented it), positive surprise!",1
"Right away, film ridiculous. didn't redeeming aspectsÂ example, best thing film beautiful background scenery. Anyone living East Coast know South doesn't beautiful mountains like found West. knew Utah right bat, perhaps Dalton couldn't suppress English accent, excuse saying southern town. Subverting accent Southern one easier. Sure film plot twists, phony sense place something couldn't get past. It's like Utah doesn't meth labs... writers thought necessary pretend South beyond me. <br /><br />One thing action pictures always puzzles me. always make ""cocking"" sound effect character pulls automatic handgun? seemed every sound effect movie ""chuk-chich"" signifying 9mm loaded ready fire. course, weapons already rounds chambered unnecessary. <br /><br />Lastly, pyrotechnics WAY top. hey, film targeted certain 'market segment' suppose... It's bad. actors act, film lame.",0
"movie seemed appeal new type Pokemon Celebi. plot course didn't interest movies. waste money time. corny humor cliche bad guys. movie use make wanted make Pokemon famous. movie better associated animes Dragonballz, Digimon, Yu-Gi-Oh. drawing settings level rising standards original anime. shame even talk movie. bet Pokemon fans disappointed outcome movie give Pokemon. Digimon anime doesn't fall anywhere close Pokemon.It's second movie coming late 2002.",0
"couple farmers struggle life small village China. Wang Lung (Paul Muni) buys O-Lan, future wife, becomes slave (Luis Rainer). American stars appear leading roles, talking fake accents emphasizing old stereotypes patriarchal ideology. good wife, many children land best things men have. seen property investment. big budget movie, many extras cooperate, big sets built special effects take place, movie makers could take risk hiring less popular actors. Luise Rainer Academy Award performance, definitely worst movie. immutable face builds barrier audience. O-Lan supposed heart family best character sympathize with. hand Paul Muni gives better performance, showing talent ones again. Another problem movie ending. seems like Franklin know end picture. film could dangerous taken truly example Chinese culture traditions.",0
"interesting idea film, showing last dragon earth showing struggle someone evil together. younger, Einon got stabbed heart, Bowen (Dennis Quaid) took dark lord gave half heart. grown Einon (David Thewlis) selfish evil king. Meanwhile, Bowen using new friend Draco Dragon (voiced Sir Sean Connery) get rewards ""killing"" dragons. Einon half Draco's hear, feel pain one hurt, killed. Also starring Pete Postlethwaite Gilbert Glockenspur, Jason Isaacs Lord Felton, Julie Christie Queen Aislinn John Gielgud King Arthur. nominated Oscar Best Visual Effects. Worth watching!",0
"make film straddling prequels ""real"" Star Wars trilogy would tax even great film-maker....Mr Lucas film-maker.<br /><br />To portray fall good man darkness needs good actor...Mr Christensen actor.<br /><br />The first 60-80 minutes overwhelmingly boring pockets yet light sabre fights lack edge already know main characters survive original Star Wars.<br /><br />Count Dooku (Christopher Lee) fleeting role best idea Jar Jar Binks silent! <br /><br />No film picks Chancellor turning Jedi one great (overlong) sequence lava falls",0
"Effect(s) without cause generally possible real world world Hollywood remakes, possible, it's required. Haunting given computer treatment courtesy 1st-class cinematographer-turner-director showed promise (Jan de Bont- Speed) since produced string big budget garbage (Twister, Speed 2).<br /><br />Actor superfluous movie type seem realize it. Liam Neeson Cathrine Zeta-Jones act like wish anywhere film. Lili Taylor makes attempt add something proceedings whatever something might unknown since script feels like half missing. Events happen, good bad ghosts show rhyme reason story ends unsatisfying non-event meant wrap previous 90 minutes inanity.<br /><br />There really isn't even reason see effects since know anything put screen now. watch effects service good story instead sake?",0
really hilarious films science fiction one knock sox off. lead Martian's Jack Nicholson take-off side-splitting. plot clever twist seen enjoyed. movie heart excellent acting all. Make popcorn great evening.,1
"Okay, let's face it. god-awful movie. plot (such is) horrible, acting worse. movie made one reason one reason only, like awful Mario Lanza movies...just hear voice star, case Pavarotti prime. Okay, maybe Lanza movies also excuse hit women, movie hearing Luciano. alone worth watching movie. big opera star stuck faces fears, finds humility love along way, belts lot hit numbers, too.<br /><br />I must admit I'm prejudiced number levels. I'm Italian. I'm big Pavarotti fan (is anything Pavarotti isn't big, including fan base?). first saw movie going own, seeing height depth Life's possibilities love first time. awful movie is, beautiful voice memories enough make breathe deep life love again.<br /><br />Yes, it's corny awful. voice immortal timeless, voice it's about. give movie high rating hopes someone never heard Pavarotti listen watch enjoy new level music love, especially since gone. Like Italian food you've never tried before, try it! may pleasantly surprised, Luciano lover prospective Pavarotti peep.",1
"something new.<br /><br />There's coup d'etat couple irish documentary filmmakers right inside it.<br /><br />A democratically elected president uses power bring literacy people encourages read constitution slandered private media openly dictator, mentally unstable, new hitler, etc. without repercussion governments side (like, say, silencing via bullets traditional dictatorial methods). Oh, still claim suppressed, course.<br /><br />See media gloats role coup d'etat TV toppled government help rouge generals (how much stupid get?? ).<br /><br />And see people Venezuela march palace, holding constitution hands, reinstall elected government.<br /><br />This sounds like Hollywood fairytale, happened real, explicit wishes USA. documentary historical masterpiece, shot center action, acute totally embarrassing prime supporters coup: good, democratic, freedom loving, benevolent USA (who still channel large amounts money Chavez' political opponents).<br /><br />Also highly entertaining exciting. 10 points.",1
"Hard imagine film based true story, Christy managed accomplish miracle heart-stirring. Daniel Day-Lewis chameleon, really hard imagine much effort done create disabled character. Watching screen shocking breathtaking experience.<br /><br />The movie pessimistic thought before, story kinda bright intriguing. Christy despised normals, life also colorful delightful, although aware loneliness painful fetter eyes.<br /><br />One important factor Christy's success mother's support seems touching, unknown actress Brenda Fricker also deserves Oscar award role, fat little middle-aged woman uses make Christy's dream come true. lucky Christy!And Hugh O'Conor also excellent young Christy, performance child! love story Christy well-done, trustful. Christy wants love nothing derive right love, crush beautiful Dr. Eileen Cole (surprisingly played Fiona Shaw, deeply impressed role Harry Potter series, loathsome Aunt Petunia, appearance role really beyond mind, anyway, woman youth...) paranoiac offensive, sympathy him, love two-edged sword, happiness agony next other.<br /><br />Btw, Jim Sheridan's works good (IN America, BOXER etc.) except GET RICH DIE Trying', god knows chose direct crap! Really career taint him, pity!",1
"Sarah Silverman program ... better shows. laugh tracks, painful jokes, program. Sarah Silverman program. you're like me, love comedy, probably show you.<br /><br />Sarah Silverman brings out-there-funny, right-here-funny table ease. mix different styles, makes own.<br /><br />This program isn't something want start compare war with, seeing absolutely nothing (other shows). show entity, think comedy heads like fine.<br /><br />Go watch see.",1
"wonderfully written well acted psychological drama. really horror flick looking something like Ring Grudge disappointed. really surprised film intelligence subtle attention detail plot effort made internally consistent. also appreciated absence Dr. Phil psychobabble New Age revisionism. Rather advancing agenda, filmmakers told story, told well let viewer think it. sparse dreamscapes reminiscent Wyeth paintings amazingly effective. <br /><br />A great example make good film small budget, without big studios, star actors, big-name directors (this far better many Hitchcock's films), special effects ""clever"" plot twists.",1
"New York, Andy Hanson (Philip Seymour Hoffman) addicted executive real estate office embezzled large amount addiction expensive way life wife Gina (Marisa Tomei). audit scheduled department, becomes desperate money. baby brother Hank Hanson (Ethan Hawke) complete loser owes three months child support daughter, love affair Gina every Thursday afternoon. Andy plots heist jewelry parent Saturday morning without use guns, expecting find old employee working without financial damage parents, since insurance company would reimburse loss. Monday morning, would raise necessary money needs cover embezzlement. invites Hank participate, since well known mall jewelry located could recognized. However, Hank yellows invites thief Bobby Lasorda (Brian F. O'Byrne) steal store, things go wrong mother Nanette (Rosemary Harris) comes work substitute clerk Bobby brings hidden gun. Nanette reacts kills Bobby also lethally shot. death Nanette, father Charles Hanson (Albert Finney) decides investigate robbery tragic consequences.<br /><br />""Before Devil Knows You're Dead"" comedy errors, disclosing good story. originality difference screenplay, non-linear narrative Ã la ""Pulp Fiction"". eighty-three year-old Sidney Lumet another great work impressive longevity director. Philip Seymour Hoffman awesome role dysfunctional man traumatic relationship father feels world falling apart mostly insecure clumsy brother. Marisa Tomei still impressively gorgeous sexy, showing magnificent body. violent conclusion shows world indeed evil place. vote seven.<br /><br />Title (Brazil): ""Antes Que Diabo Saiba Que VocÃª EstÃ¡ Morto"" (""Before Devil Knows You're Dead"")",1
"Extremely interesting intriguing movie. similarities David Lynch (who even quoted literally presence red curtains film) novels Franz Kafka (the house keeper film called Mrs. Grubach, one Der Prozess...) clearly present case accompanied clear references colonial past Belgium Africa. exact content movie clearly describe: colonialism important part, inability cope past, personal memories main character central issue well, quest social contact love. symbolic themes deduced movie, fact they're impressions.<br /><br />But even try follow linear story without symbolic backgrounds, still discover extremely fascinating movie filled splendid imagery (beautiful close ups beatles, larvas nasty insects alternated great dream sequences also dark atmosphere lends film extra style). Maybe say didn't quite 'get' film, watching like hypnothised 1.5 hour, deeply impressed visual quality fascinating mysteriosity.",1
"part, Demand delivers pretty horrible horror movies, offers horror movies everyone already seen, already opinion on. either this, Invinicible (I like Mark Wahlberg movies), haven't seen, actually movie watching mood, doesn't happen often anymore I've already watched movies million times, that's lot movies, don't much interest new movies, boy, movie made regret it. I'm going put spoilers, I'm going tell actors movie ,are half way decent. think main girl, dead one kills everyone, annoying looking, convincing; I'd take psycho bitch anyday, fits roll well, though lame. blood isn't great, kills, may say ""woundings"" alright, don't see much body part props movie make injuries look convincing. Towards end movie begging girlfriend turn off, band member, 'recording' parts weren't interesting either, though happened would truly happen going recording. I'm done, want watch this, suit yourself.",0
"almost saw actual movie theatre (an art-house theatre, less!) couldn't make one whole week played, yesterday finally saw cable and...well...I wasn't disappointed, that's sure! Madonna done again: YET ANOTHER BOMB! woman learn? studios learn? (Or perhaps already have, since film largely dumped, little fanfare deadly word-of-mouth.) One would hope directed talented husband, who's created interesting and/or terribly entertaining work, would bring quality Madonna showed ""Desperately Seeking Susan""; alas, isn't meant be, is, worst: singularly convinced greatness, smugness permeating every frame she's in, made unbearable wavering faux-British accent, accent underscores fact speaking voice immature quality especially pleasant. may sound unnecessarily cruel LISTEN woman, LOOK films of, say, past decade: like latter-day Bette Davis, unmistakable brittleness carriage face body, here, despite warm photography displayed throughout film (perhaps saving grace), done favors. credit, entire affair misbegotten one wonders world's greatest actress best day could anything mess. one involved escapes unharmed: Bruce Greenwood actually seems pained on-screen, though poor Jeanne Tripplehorn seems carry she's actually something good, thinking while, ""Denial ain't river Egypt!"" Adriano Giannini, son Giancarlo Giannini, star Italian original, ""Swept Away..."", is, like father him, immensely attractive, isn't altogether bad (despite winning Razzie nomination ""Worst Actor""), but, like almost everything else production, comes back Madonna, whose shoulders rest blame. her? husband, director Guy Ritchie? think behind remake? actress wouldn't want nearly every shot movie centered her, relative nobody sharing screen? Oh sure, Ritchie deserves blame: surely - someone - ANYONE! - have, could have, taken lead aside insisted something bordering ACTUAL FEELING line readings (for performance wooden it's surprise rest cast didn't get splinters), least display semblance warmth...but seems resistant anything cinematic black hole. beyond anything else, strictly vanity project star ultimately accountable it. film like this, ""Odd Couple""-ish, war classes, light fun, leads bounce one another witty, even romantic, dialogue, else film whose plot involves two disparate people stranded, really be? Honestly, don't think anyone involved knew exactly tone trying for; succeeds neither comedy (I defy laugh even once) romance (Madonna's ice-princess routine precludes chemistry). It's even bad enough us bad-movie lovers enjoy. real shame...",0
"know Jason, know Freddy, know Leatherface. Now, get ready for: Safety Pin Killer! That's right, Killer Workout, dumb slasher movie I've ever seen one, unseen murderer dispatches (or her?) victims oversized, novelty safety pin. odd choice sure, kind thing deserves explanation. Naturally, movie never even attempts clarify killer acquired thing.<br /><br />As title suggests, aerobics gym siege mad killer everyone suspect. fact, movie gives clues identity killer, everyone movie potential murderer get killed. since everyone killer winds dead, it's really process elimination. <br /><br />Oddly, entire name cast killed off, aerobics classes continue earnest. fact, nothing capable stopping dancing. three men murdered next room, workout goes on. Death isn't even factor; one character dies, still seen prominently later workout sessions. Director David Prior knew named movie Killer Workout Logical Workout.<br /><br />Cop chases, explosive tanning beds, hundreds shots women's exposed flesh thrown good measure. Much like woman caught tanning bed, felt uncomfortable end Killer Workout. Finally, thankfully, END flashed screen. happened next? got it, shots women working out. even end movie stop them!<br /><br />",0
"think movie pretty good, add ""clasic collection"" time. believe saw posters reminded pickier people still movie. Maybe esoteric points defy ""logic"", great many religious matters accepted ""on faith"" fail pass smell test. you're going accept whatever faith subscribe certainly accept movie. anyone else noticed Aja-Yee Dagger possessed knife Lamonte Cranston much trouble gaining control ""The Shadow"". mention trivia section either movie (IMDB), would bet dollar donut it's prop.",1
"people think downtown Chicago think Walter Payton, Ditka ""Da Bears"", Ryne Sandberg, White Sox breaking curse 2005 immortal Michael Jordan six championships (and Finals MVP's) Chicago Bulls. Rarely generation people think struggling side Chicago, ghettos, drug infested streets life urban housing projects 1970's.<br /><br />One television's formidable shows ever groundbreaking sitcom ""Good Times"", remember vaguely small child CBS, enjoy regularly TV Land.<br /><br />""Good Times"" another Norman Lear classic, producer gave us ""The Jeffersons"", best African American sitcom time ""All Family"" greatest show time. ""Good Times"" brought hardships ghetto urban housing projects, charm, well written thoughtful plots, wonderful acting especially matriarch patriarch struggling ghetto family played Esther Rolle John Amos. children supporting cast also pretty good especially ever popular Janet Jackson early years Ralph Carter Florida James Evans youngest son whose character young age realizes life unfair, learn stand two feet.<br /><br />The eldest children J.J. played Jimmy Walker somewhat place show mainly comic relief. emotional age 11 12 even though looks like guy early twenties. J.J. gets annoying, credit often nasty James Evans (Amos) never tells J.J. get life, get job get house. J.J. aspiring painter unlike younger brother never serious getting college degree, important family getting job help support household welfare status.<br /><br />Two classic episodes Good Times one Janet Jackson character running fever 104, Florida Evans desperately seeking good medical help can't afford anything clinic doctor professional yet doesn't want give family projects attention legally to. episode one James Evans can't afford rent paltry low $104 month. Evans get largest family setbacks, thrown projects go. Florida Evans goes downtown board social services try get either loan grant help family. government doesn't consider family poor $4,200 assets family five unfairly unfortunately legally poverty line. James kids want hustle money, Florida person great moral character doesn't want anything dishonest matter dire predicament is. end family find solution keep heads water.<br /><br />""Good Times"" classic show 1970's keeping you're head water cruel world. James Florida Evans work hard menial jobs try bring children right avoid social stigma welfare. young understand message sitcom toddler 70s first airing CBS, really enjoy reruns TV Land 2006. ""Good Times"" one classic sitcoms back day.",1
"Although Stardust seems fantasy film predictable ending average performances, certainly not. saw movie, knew going one favorite movies. right. <br /><br />Stardust fairytale adventure film. magical 'aura' beginning end movie. storyline well written , keeps edge seat. Like every tale , short morality. Therefore know hearts evil brothers won't take throne innocent boy manages overcome every obstacle difficulty encounters journey. also know true love Yvaine Victoria , material girl shallow manipulative. <br /><br />I give extra credits Claire Danes. literally shines movie. eyes sparkle fit totally character. Moreover, Cox chemistry makes romance film even notable. rest cast well known actors actresses course make Stardust interesting ''high classed'' movie<br /><br />Overall , movie FANTASTIC, locations magical plot interesting.I disappointed film didn't get nominated awards. give least 9/10 stars this.",1
"Miscasting happens. Susannah Yorke luminous young Jane Eyre, performance impeccable. However, Edward Rochester supposed 35. White-haired George C. Scott looks behaves like arthritic 80. Jane's deceased uncle better shape! creaks snarls, obnoxious grim. looks like ax-murderer sent ax sharpened; we're surprised keeps wife caged attic! great love story looks like sado-masochistic nightmare. enough darkness novel, Bronte's Rochester relatively young, athletic, powerful, charming chooses be. fine speaking singing voice, good mind, conscience unsuccessfully attempts stifle.",0
"recently purchased collection one awesome series even watching three episodes, still mesmerized sleek styling animation slow, yet thoughtful actions story-telling. still fan.....with minor pains.<br /><br />Though installment Gundam saga cool previous series had-a stylish satiric way telling wrongs war letting go need control power everything(sound familiar?), say one gets bit mellow-dramatic continuing explain lives main characters incessant need belly-ache every thing happens need stop OZ group succeeding plans(especially character called Wufei...I mean whines American character soap opera. Get counselor,will ya?)<br /><br />Besides over-exaggerated drama(I think mostly comes dubbing English voice actors), series still exciting still captivate again. mean always worse. could like recent installment, SEED......eeeewwww, talk mellow-dramatic....I'll chat one later.",1
